item_key,main_category,sub_category,brnd,elasticity_item,source,n_obs,cat_reg_elasticity,cat_promo_elasticity,cat_se,elasticity_reconciled,reconciled_source
162625708324343,im14,sc51,b481,-0.4934654491743803,item_ridge,136.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.49316175915641863,item
153137508706961,im14,sc51,b122,-0.8025733735642975,item_ridge,334.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8021714108214205,item
200831613914288,im9,sc23,b224,-0.3291146085675884,item_ridge,924.0,-0.6990257650229246,-0.3020684723539735,0.0133293137954538,-0.33237598814739333,item
91360256477750,im6,sc34,b332,-0.5215099349175047,item_ridge,841.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.5210683282502163,item
85283376495454,im14,sc51,b283,-0.5597962116494101,item_ridge,231.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.5596324237745536,item
4328357489459,im4,sc3,b496,-1.5981897118192545,item_ridge,276.0,-0.6597748090798966,-0.6259883664315813,0.0291194429147193,-1.5980194057137858,item
277773242493096,im14,sc51,b169,-0.8385875420807002,item_ridge,270.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8383684757980823,item
175898350840501,im4,sc3,b371,-0.7377934476620231,item_ridge,632.0,-0.6597748090798966,-0.6259883664315813,0.0291194429147193,-0.7374202146298866,item
183905624379747,im7,sc33,b24,-0.5432221422964637,item_ridge,732.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.5451474347120205,item
208894948692046,im8,sc37,b164,-0.4318857474857823,item_ridge,584.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.43155742246496337,item
189612115644481,im14,sc51,b455,-0.9142010573727016,item_ridge,172.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9139901804838245,item
85165392221618,im14,sc51,b169,-1.2485838027820344,item_ridge,240.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.248391352029078,item
203489001739870,im6,sc34,b332,-0.9931364301616032,item_ridge,992.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.9926360337522283,item
230094575888656,im17,sc55,b301,-0.6143487465637826,item_ridge,218.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.613971056596156,item
262943738598361,im8,sc37,b395,-0.7514446681714497,item_ridge,784.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.7512012215343913,item
31517729663529,im3,sc16,b332,-0.5769426074767547,item_ridge,854.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.5732258245594897,item
280577791023143,im14,sc51,b143,-1.172184211984297,item_ridge,160.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.1719910787818624,item
154557098233143,im5,sc26,b332,-1.039150434258877,item_ridge,798.0,-0.5329307810791537,-1.0012805344071898,0.0196419014737194,-1.0395951105504022,item
27681940073549,im17,sc67,b520,-0.2335504095370676,item_ridge,854.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.23287460303698773,item
57319318179578,im6,sc9,b546,-0.4186879605056774,item_ridge,217.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.41858430468250396,item
181852348505479,im9,sc44,b548,-0.1378783362934461,item_ridge,686.0,-0.6990257650229246,-0.3020684723539735,0.0133293137954538,-0.14049455149342632,item
83169146490136,im14,sc51,b169,-1.391750524721906,item_ridge,156.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.3915437425299007,item
232221603761429,im16,sc97,b153,-1.561997519497572,item_ridge,797.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-1.5623566107158924,item
126022164154440,im14,sc51,b283,-0.2506180971605503,item_ridge,819.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.25021749931663173,item
62596620076406,im3,sc16,b24,-1.80982586956919,item_ridge,673.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-1.8069205675583924,item
117060631087130,im8,sc81,b153,-0.3658417550452552,item_ridge,570.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.3655574922082841,item
180908258498040,im4,sc94,b396,-0.4564651358329454,item_ridge,225.0,-0.6597748090798966,-0.6259883664315813,0.0291194429147193,-0.456349507828186,item
39744478462399,im14,sc51,b367,-0.5240248175204885,item_ridge,392.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.5238159879800469,item
22725415658226,im14,sc51,b283,-0.2325752486198475,item_ridge,1046.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.23193101631208074,item
7192183069053,im14,sc51,b481,-0.3409584331210716,item_ridge,244.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.34078577340299443,item
109204743731930,im3,sc16,b451,-0.5227700950713969,item_ridge,647.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.5193588697794055,item
231744558605713,im7,sc33,b24,-0.4340667479452657,item_ridge,426.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.43530343212459943,item
260759150426570,im20,sc57,b336,-0.1724155776183423,item_ridge,696.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.17249603750893613,item
265127476885555,im7,sc33,b332,-0.712375224530957,category_fe_positive_fallback,907.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.5987735288605195,sub_category
170191633267278,im2,sc6,b425,-0.770267783548416,item_ridge,106.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.7703825805948578,item
163817869712448,im2,sc6,b425,-0.7393400558468726,category_fe_positive_fallback,125.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.6985609852903643,sub_category
2753991183399,im19,sc69,b63,-0.5712032566984554,item_ridge,591.0,-0.3484302192705804,-0.4712393146436414,0.0168972418100549,-0.5713023269110379,item
72133658163406,im14,sc99,b369,-0.4349655538257372,item_ridge,220.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.4348126511940367,item
6604891549977,im14,sc51,b481,-0.1942358266543055,item_ridge,122.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.19397444850401466,item
112973979210668,im6,sc34,b218,-0.0393539687680131,item_ridge,222.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.039305433050710444,item
166066258026901,im7,sc11,b24,-0.556973661370134,item_ridge,862.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.5579630083607601,item
67170936393932,im20,sc57,b135,-0.0189885920170951,item_ridge,746.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.019060022340808405,item
271545839221337,im16,sc85,b460,-0.7353648474504121,item_ridge,883.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.7356899800227689,item
170979477285949,im15,sc63,b65,-0.1939821517761463,item_ridge,713.0,-0.3701674932352681,-0.4867729418820625,0.0094473752650418,-0.19399291150501066,item
268567470505980,im20,sc57,b551,-0.3598207668813158,item_ridge,794.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.3599096113697274,item
196836486289552,im14,sc51,b66,-0.0911399719193012,item_ridge,513.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.09057080905417696,item
148024290503356,im8,sc81,b395,-0.8740469743284637,item_ridge,788.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.8738720136421211,item
130898365313300,im20,sc57,b301,-0.6306478919448517,item_ridge,198.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.6306828815165127,item
32705686740924,im14,sc51,b122,-0.9780593616563988,item_ridge,345.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9776840144431864,item
188315425664831,im6,sc34,b332,-0.7239836307964801,item_ridge,245.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.7239265500585286,item
170692986810487,im19,sc59,b476,-0.6415764010525563,item_ridge,752.0,-0.3484302192705804,-0.4712393146436414,0.0168972418100549,-0.6416372190505135,item
35212616943506,im5,sc25,b164,-0.513302187910306,item_ridge,778.0,-0.5329307810791537,-1.0012805344071898,0.0196419014737194,-0.5136492218135044,item
94602911892908,im14,sc51,b346,-0.8806329416222138,item_ridge,216.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8805462705384377,item
172969960437177,im20,sc89,b520,-0.2423116965112519,item_ridge,853.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.24240091526767416,item
32927863889723,im3,sc16,b24,-0.8127510717799267,item_ridge,526.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.8110329362804354,item
95723669065208,im2,sc6,b166,-0.5969519501923567,item_ridge,776.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.597215107828479,item
195371453783357,im14,sc99,b369,-0.4034066186039662,item_ridge,140.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.4033028632467404,item
201762283033909,im16,sc83,b218,-0.2290034389304504,item_ridge,438.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.2291556822891447,item
281165380540758,im17,sc55,b391,-0.2283894728600413,item_ridge,665.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.22787936110498697,item
203068863568630,im16,sc31,b332,-0.8955311236707476,item_ridge,834.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.895832431812271,item
145000066122276,im20,sc57,b301,-0.3379304714041996,item_ridge,186.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.337963042341875,item
261142226483060,im4,sc3,b516,-0.443997980597436,item_ridge,176.0,-0.6597748090798966,-0.6259883664315813,0.0291194429147193,-0.44390816742738703,item
206231826739039,im3,sc16,b389,-0.1200979881828747,item_ridge,522.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.11892584909575837,item
232542031863036,im6,sc22,b24,-0.1598883885187103,item_ridge,872.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.15971701331692384,item
93842940931286,im6,sc22,b24,-0.7540643423936192,category_fe_positive_fallback,772.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.5733983862388061,sub_category
46250552755941,im14,sc51,b66,-1.3718066471699286,item_ridge,344.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.3716633327794259,item
127380775126475,im2,sc6,b301,-0.5961121177756863,item_ridge,828.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.596311553322468,item
4472639882936,im14,sc51,b353,-0.2585028475488488,item_ridge,250.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.2584004801270637,item
81948744962960,im2,sc6,b425,-0.3728202733649188,item_ridge,880.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.37310337455571974,item
177518602623961,im5,sc78,b302,-0.4926930060027665,item_ridge,800.0,-0.5329307810791537,-1.0012805344071898,0.0196419014737194,-0.4929737589503531,item
699237237377,im14,sc51,b481,-0.7812891381541522,item_ridge,267.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.7811826760354961,item
213236844242319,im3,sc16,b451,-0.6730757082627478,item_ridge,406.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.6720989256901514,item
240775464027310,im14,sc51,b122,-1.36449072106243,item_ridge,198.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.3643351225813154,item
256271561554695,im17,sc67,b301,-0.2972630726851484,item_ridge,750.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.2968106162038339,item
44133907263927,im14,sc51,b283,-0.5436074176914477,item_ridge,390.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.5434866241337422,item
164830725371119,im14,sc51,b344,-0.3531855666541507,item_ridge,363.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.35289347827732415,item
272743477279521,im19,sc59,b476,-0.131129663691232,item_ridge,983.0,-0.3484302192705804,-0.4712393146436414,0.0168972418100549,-0.1312075167058169,item
157845072419409,im17,sc67,b551,-0.7325879711954659,item_ridge,348.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.7323784366417785,item
131556934411716,im20,sc89,b153,-0.1551798082439382,item_ridge,378.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.1552141727920722,item
127162316112436,im14,sc51,b481,-0.224147784838276,item_ridge,200.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.2240624786534548,item
44216003341475,im11,sc18,b451,-0.8769667789073047,item_ridge,569.0,-0.3954087848279526,-0.4174127415726866,0.0176249681656319,-0.8765647463477017,item
78600605929477,im7,sc33,b24,-0.7478612620462421,item_ridge,350.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.7487325622634999,item
93830965110654,im17,sc55,b391,-0.5825053462263596,category_fe_positive_fallback,501.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.6443482333568126,sub_category
270744611446650,im2,sc87,b139,-0.8835994961414139,item_ridge,370.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.8836738698622495,item
221972753085993,im15,sc61,b43,-0.0524930500275625,item_ridge,927.0,-0.3701674932352681,-0.4867729418820625,0.0094473752650418,-0.05261660844767833,item
190989813656910,im6,sc34,b332,-1.2012094269035165,item_ridge,725.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-1.2002024816698988,item
119595840607821,im14,sc51,b122,-0.961993560079109,item_ridge,264.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9606095525365742,item
55410631456666,im14,sc51,b481,-0.8100374871704952,item_ridge,198.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8080925061565826,item
4679187658941,im6,sc34,b332,-0.957194856938758,item_ridge,706.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.9565232183155168,item
169682504248479,im20,sc72,b395,-1.619235646807554,item_ridge,456.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-1.6193564915482284,item
30727313486772,im6,sc34,b332,-0.7258503293722423,item_ridge,685.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.7253964178752124,item
69020140231167,im16,sc31,b520,-0.33891717996974,item_ridge,826.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.33975763867125625,item
185359936082702,im4,sc3,b496,-1.6305813051336977,item_ridge,656.0,-0.6597748090798966,-0.6259883664315813,0.0291194429147193,-1.6300682685821448,item
68415573481528,im17,sc55,b401,-1.696803946448769,item_ridge,807.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-1.6951930066173417,item
144183749955062,im14,sc51,b169,-1.517158506631296,item_ridge,186.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.5163511688981501,item
175720588601107,im14,sc99,b273,-0.8710471195307101,item_ridge,250.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8706614499462878,item
123559996720490,im2,sc5,b496,-0.9182654429921084,item_ridge,706.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.9188891545750636,item
146010429619167,im17,sc55,b391,-0.737009288792119,item_ridge,904.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.7358957942839083,item
149692468392726,im14,sc51,b122,-0.614391308210806,item_ridge,177.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.6140569079663094,item
165971823173449,im6,sc9,b520,-0.7540643423936192,category_fe_positive_fallback,356.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.7741767854440029,sub_category
9152089347230,im14,sc51,b481,-0.911119717210898,item_ridge,471.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9106078801019734,item
180637755967801,im6,sc34,b332,-0.9970325865570084,item_ridge,974.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.996261825694209,item
40875842004488,im20,sc57,b520,-0.6719321285344858,category_fe_positive_fallback,786.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.5185301370479203,sub_category
129587578531656,im6,sc9,b153,-1.2415379946218448,item_ridge,998.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-1.2410751354510394,item
235539927718524,im14,sc51,b91,-0.8597078794980544,item_ridge,799.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8588548176498456,item
81230409205904,im7,sc33,b24,-0.0627384214162293,item_ridge,745.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.06484239060444814,item
279709468026253,im19,sc59,b476,-0.5805652088309966,item_ridge,917.0,-0.3484302192705804,-0.4712393146436414,0.0168972418100549,-0.5807125467818223,item
139084040896288,im6,sc34,b135,-1.213737540699679,item_ridge,1003.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-1.2132241558589112,item
138606058420414,im8,sc37,b332,-0.5400439541956984,item_ridge,214.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.5399096920250226,item
165349084371644,im15,sc63,b350,-0.1178733735291539,item_ridge,804.0,-0.3701674932352681,-0.4867729418820625,0.0094473752650418,-0.11789143854761532,item
237087986828394,im7,sc33,b520,-0.205271690015282,item_ridge,934.0,-0.712375224530957,-1.226191510591962,0.0322433928253026,-0.20726724857739046,item
158929177295243,im6,sc34,b520,-1.343763286195732,item_ridge,615.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-1.3434344738010455,item
53981581275563,im2,sc7,b425,-1.2055492158737002,item_ridge,109.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-1.2057220743308372,item
150314171622217,im6,sc34,b332,-0.061926409607107,item_ridge,395.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.06177396643867729,item
72317381267478,im5,sc26,b551,-0.6047219009113858,item_ridge,743.0,-0.5329307810791537,-1.0012805344071898,0.0196419014737194,-0.6052304533552882,item
192899391003457,im5,sc78,b520,-0.5329307810791537,category_fe_positive_fallback,928.0,-0.5329307810791537,-1.0012805344071898,0.0196419014737194,-0.30769732064234073,sub_category
40191920267644,im14,sc51,b122,-0.9907132179172472,item_ridge,510.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9903644862336992,item
159783266443916,im20,sc89,b332,-0.2937472476475021,item_ridge,847.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.29388083377827595,item
67394684900296,im3,sc16,b24,-0.6347289039620129,item_ridge,654.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-0.6302857955420469,item
169278023694598,im8,sc81,b153,-0.3871080766438294,item_ridge,835.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.3867593139511869,item
84882162529545,im6,sc22,b332,-0.7283762846393704,item_ridge,993.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.7280071951329287,item
229177862503619,im14,sc51,b346,-1.205025774435682,item_ridge,214.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-1.2048428779754257,item
10474797981763,im6,sc34,b551,-0.4120837149800309,item_ridge,603.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.4118793180860372,item
167243736235459,im15,sc63,b547,-0.7705880004301865,item_ridge,853.0,-0.3701674932352681,-0.4867729418820625,0.0094473752650418,-0.7706110205869392,item
107316178067892,im6,sc34,b332,-0.3139276968352695,item_ridge,724.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.3135202702505874,item
124402410281464,im11,sc54,b135,-0.6772414962446581,item_ridge,818.0,-0.3954087848279526,-0.4174127415726866,0.0176249681656319,-0.6757957847330759,item
208706960144210,im17,sc67,b332,-0.6335436552493625,item_ridge,293.0,-0.5825053462263596,-0.9597630819115917,0.0120962057980395,-0.6330106085550928,item
236377993236385,im14,sc51,b122,-0.8968373078696514,item_ridge,541.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.8964626431059192,item
193304607250034,im14,sc51,b283,-0.4887540863736409,item_ridge,396.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.4885118168087499,item
24269905596168,im16,sc83,b332,-0.5550094223505773,item_ridge,504.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.5552337809844434,item
276135888070810,im20,sc72,b510,-0.5203494818164227,item_ridge,769.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.5205261383851212,item
70624817732049,im9,sc44,b224,-0.4384466731709817,item_ridge,671.0,-0.6990257650229246,-0.3020684723539735,0.0133293137954538,-0.44049973233000544,item
101410289455612,im14,sc51,b66,-0.9740902735480736,item_ridge,345.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.9738643827706682,item
34123469560813,im14,sc51,b481,-0.2607979727058568,item_ridge,154.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.26053932435348,item
21715013908376,im14,sc51,b481,-0.513517163499527,item_ridge,212.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.5133233478476138,item
248123653626734,im9,sc23,b224,-0.3808908158166639,item_ridge,500.0,-0.6990257650229246,-0.3020684723539735,0.0133293137954538,-0.38285474539612774,item
106431737938019,im6,sc22,b24,-0.7540643423936192,category_fe_positive_fallback,872.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-0.5733983862388061,sub_category
78596267942434,im16,sc31,b332,-0.2631364618952576,item_ridge,393.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.2634254465954125,item
35195278987371,im8,sc37,b153,-1.136027260192461,item_ridge,555.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-1.1358864392375874,item
280057384964157,im16,sc30,b520,-0.4413081913925073,item_ridge,165.0,-0.7311111818334803,-1.1262045944613654,0.02034177093961,-0.44141969578035956,item
69348195402969,im6,sc34,b153,-1.113112167105489,item_ridge,902.0,-0.7540643423936192,-1.1052321719674671,0.0117226556316826,-1.1126825234671132,item
22966777129050,im2,sc6,b510,-0.5846833315486009,item_ridge,825.0,-0.7393400558468726,-1.0300616525541268,0.0204705834618003,-0.5851045783376619,item
127226683695048,im20,sc57,b457,-0.5082217209027914,item_ridge,807.0,-0.6719321285344858,-1.1053539421228344,0.0112772387829762,-0.5083083079994822,item
15639633395989,im3,sc16,b24,-1.2092289485706458,item_ridge,647.0,-0.4340556041136897,-0.8987359235912883,0.0202666082602156,-1.2063837562566222,item
30631881667929,im8,sc37,b551,-0.4486451033309274,item_ridge,226.0,-0.5240268331974867,-0.98244493005407,0.0158566637101308,-0.448545949946262,item
224785681040185,im9,sc41,b224,-0.0982489960386083,item_ridge,743.0,-0.6990257650229246,-0.3020684723539735,0.0133293137954538,-0.10048155732534587,item
169656204509465,im14,sc99,b508,-0.5693363094620634,item_ridge,312.0,-0.4547142583452114,-0.5090817434280027,0.0066479608065638,-0.5690721428617591,item
