item_key,elasticity,n_obs,se,elasticity_clipped
2924787753430,-2.202011544285542,158,0.0262838272188546,-2.202011544285542
3049965247312,-1.417388779837715,1002,0.0672170763845647,-1.417388779837715
3084842360059,-1.3638792362299514,1029,0.0672170763845647,-1.3638792362299514
3330130587640,-2.7078613936429656,712,0.0600373091429332,-2.7078613936429656
3346253103357,-3.053597589240131,265,0.0262838272188546,-3.053597589240131
3446605697875,-2.559439467822441,248,0.1781219332485197,-2.559439467822441
3513842662384,-3.390152764763166,897,0.1419958164752356,-3.390152764763166
3816565082458,-3.223168803158405,801,0.1419958164752356,-3.223168803158405
3820923259118,-3.248006077877815,753,0.1419958164752356,-3.248006077877815
3972844844530,-1.8751385987312275,868,0.0452023071381502,-1.8751385987312275
4043159244195,-2.4128076154796885,316,0.0589460608531652,-2.4128076154796885
4328357489459,-3.406980698020587,276,0.1062563664002187,-3.406980698020587
4380301400697,-1.8999540035508178,522,0.0262838272188546,-1.8999540035508178
4452667886887,-2.7793897794440046,786,0.1419958164752356,-2.7793897794440046
4472639882936,-1.4954048308659345,250,0.0262838272188546,-1.4954048308659345
4549763103345,-1.7312497728405492,62,0.0262838272188546,-1.7312497728405492
4679187658941,-2.7432274094641236,706,0.0653429038617137,-2.7432274094641236
4693255693835,-2.656271159914001,328,0.0262838272188546,-2.656271159914001
4715332377835,-2.4970921389082754,402,0.0600373091429332,-2.4970921389082754
4743687304473,-2.560980484307546,490,0.0262838272188546,-2.560980484307546
4832112483124,-1.9645561097170277,408,0.0653429038617137,-1.9645561097170277
4961607342274,-2.771356672272537,819,0.0653429038617137,-2.771356672272537
4978580709168,-1.3470862975795792,106,0.0262838272188546,-1.3470862975795792
5181723277294,-3.253077926229082,498,0.1010329955898673,-3.253077926229082
5267034007337,-3.2636400641789014,376,0.1419958164752356,-3.2636400641789014
5277700535289,-0.928215458749731,207,0.0687563201086147,-0.928215458749731
5308256192807,-0.7299772854719895,967,0.0826456231190062,-0.7299772854719895
5389974816115,-3.1759749067030114,801,0.0489823470743429,-3.1759749067030114
5579587713952,-2.411307567107726,381,0.0600373091429332,-2.411307567107726
5614264906504,-2.557981211436033,204,0.0826456231190062,-2.557981211436033
5625838419693,-1.5127114422926016,483,0.0600373091429332,-1.5127114422926016
5754263826447,-2.555929314710812,396,0.0262838272188546,-2.555929314710812
5778731767475,-2.9687374644564244,752,0.1010329955898673,-2.9687374644564244
5793872763501,-2.1594628873431585,808,0.0589460608531652,-2.1594628873431585
5801730803460,-2.266902280028336,352,0.0600373091429332,-2.266902280028336
5909553899614,-2.612922515781097,256,0.0653429038617137,-2.612922515781097
5944804569421,-3.31854142293675,348,0.1419958164752356,-3.31854142293675
6049504758961,-1.7675568364307108,276,0.0262838272188546,-1.7675568364307108
6150512912727,-2.6612629920027393,997,0.0653429038617137,-2.6612629920027393
6158912997251,-2.8081089947696003,1006,0.0653429038617137,-2.8081089947696003
6289412508835,-4.280132154456614,434,0.2412374540535765,-4.280132154456614
6349578084904,-3.092975833998366,823,0.1419958164752356,-3.092975833998366
6420794234615,-2.6852141501053675,793,0.1419958164752356,-2.6852141501053675
6517680099937,-3.1828460282640143,830,0.1419958164752356,-3.1828460282640143
6530784700875,-2.6358807680919893,762,0.1781219332485197,-2.6358807680919893
6572744456707,-2.7555178368100997,783,0.0826456231190062,-2.7555178368100997
6604891549977,-1.4311378099713912,122,0.0262838272188546,-1.4311378099713912
6710010110942,-1.9798722139751592,765,0.0600373091429332,-1.9798722139751592
6970258212725,-1.3490423316160578,848,0.0262838272188546,-1.3490423316160578
7061948800396,-2.5689424224521726,481,0.0262838272188546,-2.5689424224521726
7192183069053,-1.5778604164381573,244,0.0262838272188546,-1.5778604164381573
7207872307743,-2.4017805954836,917,0.0672170763845647,-2.4017805954836
7452747415115,-3.3011786930058094,365,0.0262838272188546,-3.3011786930058094
7456238216778,-2.2120449899258796,357,0.0262838272188546,-2.2120449899258796
7631969095401,-1.633116151776172,276,0.0765432789165805,-1.633116151776172
7776043214770,-2.348303239570465,742,0.0489823470743429,-2.348303239570465
7964550379609,-2.3988949576411884,994,0.0653429038617137,-2.3988949576411884
7965829486053,-2.9559737151047742,630,0.1010329955898673,-2.9559737151047742
8035684664898,-2.7207432453671743,814,0.1419958164752356,-2.7207432453671743
8116231202775,-1.7312176711815364,537,0.0262838272188546,-1.7312176711815364
8168205591115,-2.4759864833667007,347,0.0262838272188546,-2.4759864833667007
8199572265134,-1.7539375478508903,312,0.0765432789165805,-1.7539375478508903
8217810429632,-2.670031544899264,572,0.0489823470743429,-2.670031544899264
8403177563876,-1.60437485257949,807,0.0600373091429332,-1.60437485257949
8646325084420,-2.7200211200944224,713,0.0826456231190062,-2.7200211200944224
8720923924658,-2.7393877286110087,920,0.0600373091429332,-2.7393877286110087
8737365162565,-1.532387486676321,858,0.0452023071381502,-1.532387486676321
8779253678836,-2.8881171829256083,767,0.0489823470743429,-2.8881171829256083
8824703451007,-1.6368569674312625,657,0.0262838272188546,-1.6368569674312625
8867215005342,-2.9038276228693873,901,0.0489823470743429,-2.9038276228693873
9035724444596,-2.975591366898257,1006,0.0653429038617137,-2.975591366898257
9054193971115,-1.9493079572486096,989,0.0653429038617137,-1.9493079572486096
9152089347230,-2.1480217005279836,471,0.0262838272188546,-2.1480217005279836
9156501146421,-1.845249237863203,804,0.0765432789165805,-1.845249237863203
9290500962350,-1.837589445171941,191,0.0262838272188546,-1.837589445171941
9307597220092,-2.759435642536759,537,0.0653429038617137,-2.759435642536759
9335220395163,-1.7734694183596793,861,0.0262838272188546,-1.7734694183596793
9349944311551,-3.456146519935805,817,0.1419958164752356,-3.456146519935805
9426780568730,-2.231901821842197,699,0.0589460608531652,-2.231901821842197
9754680907209,-2.3956541869759147,709,0.0600373091429332,-2.3956541869759147
9822031278890,-2.136035527645874,813,0.0600373091429332,-2.136035527645874
9896369941436,-1.342035955983486,565,0.0589460608531652,-1.342035955983486
9976658223379,-2.733844735377245,962,0.0653429038617137,-2.733844735377245
10027987783534,-3.55224506418102,158,0.1781219332485197,-3.55224506418102
10198739923178,-3.5765542357462117,933,0.1010329955898673,-3.5765542357462117
10212811239854,-2.235344217017019,740,0.0653429038617137,-2.235344217017019
10266685099075,-1.8290998862405852,562,0.0262838272188546,-1.8290998862405852
10401867728135,-3.0576849429733235,837,0.1419958164752356,-3.0576849429733235
10409053305256,-2.007487344091718,1070,0.0489823470743429,-2.007487344091718
10442439962273,-1.8046771306628044,163,0.0765432789165805,-1.8046771306628044
10474797981763,-2.1981162675053967,603,0.0653429038617137,-2.1981162675053967
10554422722157,-2.9398374267615353,548,0.0826456231190062,-2.9398374267615353
10650991296578,-2.3600002214703686,816,0.0589460608531652,-2.3600002214703686
11124418330921,-1.9414475594693226,817,0.0672170763845647,-1.9414475594693226
11277799495980,-3.2574034042877966,671,0.0653429038617137,-3.2574034042877966
11333613691141,-2.3142312688166142,791,0.0589460608531652,-2.3142312688166142
11421541905593,-1.4746561746357898,530,0.0452023071381502,-1.4746561746357898
11622131674632,-2.1393288586992747,669,0.0826456231190062,-2.1393288586992747
11648531682475,-2.628640382827365,687,0.0600373091429332,-2.628640382827365
11661834942388,-2.4703564141195566,1002,0.0653429038617137,-2.4703564141195566
11773514884839,-2.203241412353438,881,0.043389653520373,-2.203241412353438
11780460949620,-1.9157581668482049,300,0.0765432789165805,-1.9157581668482049
11876842683335,-2.16857612793383,795,0.0600373091429332,-2.16857612793383
12266273821396,-2.7459457360598027,1006,0.0653429038617137,-2.7459457360598027
12309687413535,-2.737392680938712,90,0.1781219332485197,-2.737392680938712
12467345107467,-1.5935398146264776,92,0.0262838272188546,-1.5935398146264776
12595411590119,-1.4324558432035426,702,0.0600373091429332,-1.4324558432035426
12675735903954,-1.8928186628422734,696,0.0653429038617137,-1.8928186628422734
12734110588883,-1.6185558967299862,504,0.0489823470743429,-1.6185558967299862
12745890047571,-1.8745378814450602,342,0.0262838272188546,-1.8745378814450602
12821788349845,-1.683367410051484,303,0.0262838272188546,-1.683367410051484
12865511057039,-2.4620436902859133,276,0.0653429038617137,-2.4620436902859133
13072220999894,-2.428742570685008,252,0.0262838272188546,-2.428742570685008
13208746089764,-2.767816382712568,934,0.0600373091429332,-2.767816382712568
13301754709408,-2.1538336469225627,839,0.0589460608531652,-2.1538336469225627
13383592903260,-2.4506724903023094,868,0.0600373091429332,-2.4506724903023094
13427382096726,-2.5882505918496292,759,0.0653429038617137,-2.5882505918496292
13483984028640,-3.816910671138558,694,0.1419958164752356,-3.816910671138558
13597494729200,-1.8376165525206969,798,0.0653429038617137,-1.8376165525206969
13609939244188,-3.399374182275884,819,0.1419958164752356,-3.399374182275884
13641551748529,-2.8622855448393154,281,0.1781219332485197,-2.8622855448393154
13642823440295,-2.5653135641174085,267,0.0653429038617137,-2.5653135641174085
13847264421741,-1.368129318156479,526,0.0262838272188546,-1.368129318156479
14083923976935,-2.1814230928637,676,0.0765432789165805,-2.1814230928637
14105250346680,-1.9730310794391324,477,0.0262838272188546,-1.9730310794391324
14211309028732,-3.353545884331153,276,0.1419958164752356,-3.353545884331153
14229101123243,-2.928107899885931,343,0.0589460608531652,-2.928107899885931
14345875489892,-2.0953839754813335,508,0.0653429038617137,-2.0953839754813335
14406034957098,-1.8868543314627295,982,0.0262838272188546,-1.8868543314627295
14474957739656,-2.053218952251093,311,0.0653429038617137,-2.053218952251093
14522640794199,-2.3855965015287843,986,0.0653429038617137,-2.3855965015287843
14599650877349,-3.6366449929569082,741,0.1419958164752356,-3.6366449929569082
14633544863110,-2.053527915476147,934,0.0600373091429332,-2.053527915476147
14648772981767,-2.76471910411618,822,0.1419958164752356,-2.76471910411618
14656811748682,-3.18400304869445,514,0.0489823470743429,-3.18400304869445
14774595337577,-2.328706022240681,869,0.0600373091429332,-2.328706022240681
14775619364317,-1.7458338153806987,732,0.0826456231190062,-1.7458338153806987
14805117551035,-1.7349250526077133,658,0.0672170763845647,-1.7349250526077133
14824962784938,-2.7095827096279415,761,0.1781219332485197,-2.7095827096279415
14911552136420,-3.242612024823982,614,0.1010329955898673,-3.242612024823982
15053342263752,-3.672541658133704,798,0.1419958164752356,-3.672541658133704
15165833107518,-1.2803697204015432,238,0.0262838272188546,-1.2803697204015432
15295529865018,-2.666834541769338,904,0.0489823470743429,-2.666834541769338
15561296169109,-2.112238684188991,642,0.0262838272188546,-2.112238684188991
15569645492278,-1.3421873458785367,461,0.0452023071381502,-1.3421873458785367
15576933097427,-3.167466960384376,510,0.1419958164752356,-3.167466960384376
15639633395989,-3.8379873260141064,647,0.1010329955898673,-3.8379873260141064
15649807261442,-1.8930227840590874,522,0.0653429038617137,-1.8930227840590874
15714562288993,-3.6029816253714824,807,0.1419958164752356,-3.6029816253714824
15837031295463,-3.067308296711182,856,0.1781219332485197,-3.067308296711182
15881820827069,-2.403295228199741,310,0.0765432789165805,-2.403295228199741
15994284408992,-1.9741787030240818,355,0.0262838272188546,-1.9741787030240818
16115971239550,-2.6024043892437674,706,0.0653429038617137,-2.6024043892437674
16159173553950,-3.9740102079031083,802,0.1419958164752356,-3.9740102079031083
16171300688109,-1.462430667368861,856,0.0262838272188546,-1.462430667368861
16231189998382,-2.0395599804449493,365,0.0262838272188546,-2.0395599804449493
16250704289599,-2.632696956384329,311,0.0262838272188546,-2.632696956384329
16348241051244,-1.9676216070926726,401,0.0765432789165805,-1.9676216070926726
16360407820271,-4.268450494743213,932,0.1419958164752356,-4.268450494743213
16439374755079,-1.913326871568159,403,0.0589460608531652,-1.913326871568159
16542008127127,-2.0271923849667908,405,0.0262838272188546,-2.0271923849667908
16544353549018,-1.523200221438564,818,0.0262838272188546,-1.523200221438564
16604882329173,-1.4624457342508301,545,0.0262838272188546,-1.4624457342508301
16898003074607,-3.689085296910066,146,0.2412374540535765,-3.689085296910066
16930829613172,-2.343734052279469,149,0.0600373091429332,-2.343734052279469
16931086748242,-2.8078163280361688,818,0.0600373091429332,-2.8078163280361688
17206497755234,-3.144937250824693,800,0.1010329955898673,-3.144937250824693
17523182172627,-2.6301303709147708,743,0.0589460608531652,-2.6301303709147708
17550675910044,-1.9187926649628881,939,0.0653429038617137,-1.9187926649628881
17580398168827,-0.7422776361867932,616,0.0687563201086147,-0.7422776361867932
17634832502279,-2.1361658081369947,381,0.0600373091429332,-2.1361658081369947
17687954925970,-1.2178789843363176,932,0.0452023071381502,-1.2178789843363176
17806419222069,-2.1555580179070364,1067,0.0489823470743429,-2.1555580179070364
18272996248354,-2.4158537500080772,429,0.0489823470743429,-2.4158537500080772
18313283074949,-1.083955717508998,220,0.0262838272188546,-1.083955717508998
18475717764783,-2.2335341742709,811,0.0826456231190062,-2.2335341742709
18576869194296,-2.5202431815023876,357,0.0262838272188546,-2.5202431815023876
18621149725882,-3.3955167547664185,907,0.1010329955898673,-3.3955167547664185
18677085046420,-2.2399645373117334,967,0.0653429038617137,-2.2399645373117334
18741211550485,-1.7722831879505359,875,0.0653429038617137,-1.7722831879505359
18804571705221,-1.3005064297526596,240,0.0262838272188546,-1.3005064297526596
19042780093137,-2.930641137241144,843,0.043389653520373,-2.930641137241144
19154029221227,-0.628664819594358,814,0.0826456231190062,-0.628664819594358
19177146037826,-0.8733457719198999,53,0.0687563201086147,-0.8733457719198999
19363133668809,-1.926445982910428,684,0.0489823470743429,-1.926445982910428
19590392185187,-3.2171211854820605,798,0.0489823470743429,-3.2171211854820605
19683788972433,-2.791826278476486,110,0.0262838272188546,-2.791826278476486
19821460454327,-2.4140785162234923,750,0.0600373091429332,-2.4140785162234923
19969750099210,-2.5495460370228624,613,0.0826456231190062,-2.5495460370228624
19985901878296,-2.733408737817258,968,0.0653429038617137,-2.733408737817258
20111063597257,-1.8199052674298377,493,0.0262838272188546,-1.8199052674298377
20156795639868,-2.9619511903627638,268,0.0600373091429332,-2.9619511903627638
20203126596892,-2.505413673252371,676,0.1781219332485197,-2.505413673252371
20211508201120,-1.6738285316221673,600,0.0600373091429332,-1.6738285316221673
20213550319203,-2.87440966488281,609,0.1419958164752356,-2.87440966488281
20391616588838,-2.746703305603136,792,0.0589460608531652,-2.746703305603136
20395642409368,-2.3150544049797803,747,0.0653429038617137,-2.3150544049797803
20450760825508,-2.9002940978849776,897,0.0826456231190062,-2.9002940978849776
20541695289010,-2.1603298615819937,846,0.0653429038617137,-2.1603298615819937
21024902605759,-1.9223636865550071,215,0.0262838272188546,-1.9223636865550071
21145435249874,-2.5162828402885586,1038,0.0489823470743429,-2.5162828402885586
21156867239205,-2.170382805855723,583,0.0489823470743429,-2.170382805855723
21189088502515,-3.016679076005534,892,0.1010329955898673,-3.016679076005534
21196726093250,-3.998272175160226,800,0.1419958164752356,-3.998272175160226
21230624892838,-2.24490180534748,896,0.0589460608531652,-2.24490180534748
21233630506135,-2.2227472017050016,292,0.0826456231190062,-2.2227472017050016
21309867490367,-2.2283853322168414,455,0.0653429038617137,-2.2283853322168414
21715013908376,-1.7504191468166126,212,0.0262838272188546,-1.7504191468166126
21754041549290,-1.9981229939916605,714,0.0589460608531652,-1.9981229939916605
21783064050137,-2.718081336033152,271,0.0262838272188546,-2.718081336033152
21928381241718,-3.811670845724268,672,0.1419958164752356,-3.811670845724268
22101454483004,-1.7154191728153947,245,0.0262838272188546,-1.7154191728153947
22174055374512,-3.298501358593666,291,0.0653429038617137,-3.298501358593666
22231392240245,-2.735231968934555,272,0.0653429038617137,-2.735231968934555
22243884870493,-2.3328751930968528,319,0.0653429038617137,-2.3328751930968528
22433115452758,-3.731756623371395,753,0.1419958164752356,-3.731756623371395
22449162167039,-1.1322600045488813,915,0.0452023071381502,-1.1322600045488813
22618264637715,-1.9803066117180061,230,0.0262838272188546,-1.9803066117180061
22714784894013,-3.3962759542198073,354,0.1010329955898673,-3.3962759542198073
22725415658226,-1.4694772319369331,1046,0.0262838272188546,-1.4694772319369331
22748602509332,-2.076112336005986,877,0.0653429038617137,-2.076112336005986
22966777129050,-1.8741175005480293,825,0.0765432789165805,-1.8741175005480293
23373539363200,-2.6544320251208764,186,0.0262838272188546,-2.6544320251208764
23381471573131,-2.0973355549971764,596,0.0600373091429332,-2.0973355549971764
23498656666750,-2.5941651896861924,444,0.0262838272188546,-2.5941651896861924
23523211570592,-2.630127227276394,937,0.0653429038617137,-2.630127227276394
23554596919959,-2.5185351934265556,965,0.0600373091429332,-2.5185351934265556
23565244127617,-1.1491868079037277,419,0.0687563201086147,-1.1491868079037277
23713484529550,-2.0577948182151795,317,0.0262838272188546,-2.0577948182151795
24127156604567,-2.861556557509719,483,0.0600373091429332,-2.861556557509719
24186154879473,-2.2564979626820594,200,0.0600373091429332,-2.2564979626820594
24267608991147,-3.2355006583467234,544,0.1419958164752356,-3.2355006583467234
24269905596168,-3.437487270927929,504,0.1419958164752356,-3.437487270927929
24335138052163,-2.4675568601337234,206,0.0600373091429332,-2.4675568601337234
24515197776598,-2.714458928948633,767,0.0826456231190062,-2.714458928948633
24538507165411,-2.1018902552678815,804,0.043389653520373,-2.1018902552678815
24639616613003,-1.77343850575327,372,0.0672170763845647,-1.77343850575327
24655879112660,-2.357297213694284,648,0.043389653520373,-2.357297213694284
24748145453672,-2.1638912209906005,777,0.0489823470743429,-2.1638912209906005
24811068671471,-2.085614135830624,378,0.0653429038617137,-2.085614135830624
24848015186727,-2.8127211835472385,274,0.0653429038617137,-2.8127211835472385
24941311350710,-2.5393955253842004,684,0.0600373091429332,-2.5393955253842004
24958752762868,-2.4485117934024534,894,0.0489823470743429,-2.4485117934024534
24982330489325,-2.9278187283512134,928,0.1781219332485197,-2.9278187283512134
25025038358477,-1.7510435337554675,334,0.0262838272188546,-1.7510435337554675
25038272605281,-3.333616793400893,672,0.0600373091429332,-3.333616793400893
25079766780223,-1.7548186526364495,269,0.0262838272188546,-1.7548186526364495
25129641449325,-1.1250876958226679,383,0.0489823470743429,-1.1250876958226679
25173515715306,-2.8488761246006296,796,0.1010329955898673,-2.8488761246006296
25221759641450,-2.138202032047592,807,0.0826456231190062,-2.138202032047592
25271973043404,-3.2342566703068965,650,0.1010329955898673,-3.2342566703068965
25295960929925,-2.311530075463705,936,0.0653429038617137,-2.311530075463705
25434384862029,-1.8693765122050403,306,0.0653429038617137,-1.8693765122050403
25604358630496,-2.133728334146045,939,0.0653429038617137,-2.133728334146045
25648895772245,-4.410031170547489,786,0.0600373091429332,-4.410031170547489
25664002860836,-1.307203389482752,775,0.0262838272188546,-1.307203389482752
25678600232435,-2.2170602640533574,622,0.1062563664002187,-2.2170602640533574
25733592903066,-1.6014010558972498,1046,0.0262838272188546,-1.6014010558972498
25872685387946,-3.4164423876914345,682,0.0826456231190062,-3.4164423876914345
25942644156793,-1.4101809832946075,925,0.0262838272188546,-1.4101809832946075
26000448704660,-1.8640606281938117,217,0.0262838272188546,-1.8640606281938117
26502200758607,-1.8865869219079063,829,0.0600373091429332,-1.8865869219079063
26550714087691,-4.24273695201899,506,0.2412374540535765,-4.24273695201899
26594116268187,-1.824278952465907,270,0.0262838272188546,-1.824278952465907
26801050195300,-2.704823854140226,563,0.1781219332485197,-2.704823854140226
26806251186457,-1.6529884038726488,450,0.0262838272188546,-1.6529884038726488
26835187883703,-2.008937609803841,864,0.0589460608531652,-2.008937609803841
26976207812148,-2.766222852601871,310,0.0600373091429332,-2.766222852601871
27099545577493,-1.841542643865362,460,0.0262838272188546,-1.841542643865362
27137446130807,-2.2474177810450633,128,0.1062563664002187,-2.2474177810450633
27198946181573,-2.5724019412921724,957,0.0600373091429332,-2.5724019412921724
27344638592727,-1.986046387493129,722,0.0653429038617137,-1.986046387493129
27452252955267,-2.942603475274624,696,0.1419958164752356,-2.942603475274624
27458540919948,-2.014291014786657,362,0.0600373091429332,-2.014291014786657
27515654540897,-1.8025369983117303,931,0.043389653520373,-1.8025369983117303
27552224576233,-2.0769700306441092,194,0.0653429038617137,-2.0769700306441092
27681940073549,-2.0466448369966352,854,0.0489823470743429,-2.0466448369966352
27861206603297,-1.5318404200768576,347,0.0672170763845647,-1.5318404200768576
27885921918473,-0.6894556620665113,262,0.0262838272188546,-0.6894556620665113
27937459349205,-1.1070418775865458,793,0.0489823470743429,-1.1070418775865458
27962583418740,-2.228999444644253,318,0.0489823470743429,-2.228999444644253
27974902818301,-1.8185285218084268,321,0.0262838272188546,-1.8185285218084268
28097991010860,-1.586623888466958,264,0.0262838272188546,-1.586623888466958
28193404316663,-1.989826767970123,909,0.0653429038617137,-1.989826767970123
28206605692982,-2.292317221839908,780,0.0653429038617137,-2.292317221839908
28280283219498,-0.30439432062808935,30,0.0687563201086147,-0.30439432062808935
28428714014044,-2.969951647470623,804,0.0489823470743429,-2.969951647470623
28462803328424,-2.865564883698987,1036,0.0600373091429332,-2.865564883698987
28707565336372,-2.5038931444950325,964,0.0653429038617137,-2.5038931444950325
28967904551963,-2.2652155975580865,441,0.0653429038617137,-2.2652155975580865
29094876613235,-2.2738862422261468,423,0.0653429038617137,-2.2738862422261468
29109340491656,-2.370835166935303,197,0.0826456231190062,-2.370835166935303
29123456843228,-1.8694849118542667,833,0.0262838272188546,-1.8694849118542667
29135378338092,-2.7500442044226125,367,0.0262838272188546,-2.7500442044226125
29141408660208,-3.259773938283093,216,0.1010329955898673,-3.259773938283093
29329528510500,-2.07595235647545,431,0.0589460608531652,-2.07595235647545
29511614844557,-2.0012936469234015,467,0.0765432789165805,-2.0012936469234015
29519971173724,-3.320988799842853,767,0.1781219332485197,-3.320988799842853
29632189006816,-3.259183273721029,890,0.1010329955898673,-3.259183273721029
29667941991313,-1.6423178694274991,454,0.0262838272188546,-1.6423178694274991
29771676227908,-1.75804468561798,498,0.0489823470743429,-1.75804468561798
29901652691680,-1.3209674022052575,804,0.0765432789165805,-1.3209674022052575
30110280326357,-1.3708410483104598,509,0.0826456231190062,-1.3708410483104598
30131571320250,-2.65843110948986,849,0.0489823470743429,-2.65843110948986
30511698560905,-1.6444500295760107,990,0.0653429038617137,-1.6444500295760107
30562534139578,-3.239904134691773,597,0.1010329955898673,-3.239904134691773
30631881667929,-2.2471011352070756,226,0.0589460608531652,-2.2471011352070756
30727313486772,-2.5118828818976078,685,0.0653429038617137,-2.5118828818976078
30731839541830,-2.5382531271074886,1053,0.0826456231190062,-2.5382531271074886
30983981944508,-2.375988331164537,537,0.0600373091429332,-2.375988331164537
30997706451775,-2.2155694934470325,906,0.0600373091429332,-2.2155694934470325
31034087961670,-2.0315674902266485,918,0.0672170763845647,-2.0315674902266485
31244706081814,-2.4070168075599807,651,0.0600373091429332,-2.4070168075599807
31251903269047,-2.2442843409672077,824,0.043389653520373,-2.2442843409672077
31278168652882,-2.8990348263534376,455,0.0653429038617137,-2.8990348263534376
31406911096061,-2.418341949744275,768,0.0826456231190062,-2.418341949744275
31517729663529,-3.2057009849202154,854,0.1010329955898673,-3.2057009849202154
31520729178616,-1.3244551376217246,841,0.0262838272188546,-1.3244551376217246
31646513567522,-1.364369390769478,320,0.0262838272188546,-1.364369390769478
31675756772132,-1.1289250168624463,872,0.0687563201086147,-1.1289250168624463
31682799002197,-1.8306958747110498,1057,0.0672170763845647,-1.8306958747110498
31752054035642,-2.773158738845315,670,0.0653429038617137,-2.773158738845315
31771997540804,-3.224664010566711,834,0.1419958164752356,-3.224664010566711
31827848594342,-2.1351994991307777,831,0.043389653520373,-2.1351994991307777
31887932412934,-1.8702965993843779,936,0.0600373091429332,-1.8702965993843779
31981261312386,-1.6253212266495516,360,0.0262838272188546,-1.6253212266495516
32018599878976,-2.2859380761308903,777,0.0262838272188546,-2.2859380761308903
32018647795219,-3.2311818582274743,840,0.1010329955898673,-3.2311818582274743
32172457577866,-3.6307991439241825,707,0.1419958164752356,-3.6307991439241825
32237120709977,-3.9435566827274853,753,0.1419958164752356,-3.9435566827274853
32288152001464,-2.4895506958971243,918,0.043389653520373,-2.4895506958971243
32382618840958,-2.400575135455762,541,0.0826456231190062,-2.400575135455762
32424587532770,-1.7877134177398595,958,0.0589460608531652,-1.7877134177398595
32493817078725,-3.023180528911376,272,0.1010329955898673,-3.023180528911376
32525160440118,-2.398921893513575,945,0.0653429038617137,-2.398921893513575
32631259087756,-2.0683625357153326,844,0.0600373091429332,-2.0683625357153326
32636123687386,-1.6452390749487056,1014,0.0262838272188546,-1.6452390749487056
32672076735193,-3.6800942579259095,599,0.1010329955898673,-3.6800942579259095
32705686740924,-2.2149613449734846,345,0.0262838272188546,-2.2149613449734846
32910464048464,-0.36517349471668503,70,0.0687563201086147,-0.36517349471668503
32927863889723,-3.4415094492233873,526,0.1010329955898673,-3.4415094492233873
32938462930463,-2.1411821088062064,452,0.0262838272188546,-2.1411821088062064
